"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Fuel Comb - Residential - Oil","MA","25","Norfolk","021","PM2.5 Primary (Filt + Cond)","CAP","63.169786","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Suffolk","025","Carbon Monoxide","CAP","62.8464","TON"
"Commercial Cooking","MA","25","Berkshire","003","PM10 Primary (Filt + Cond)","CAP","62.73811","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Franklin","011","Carbon Monoxide","CAP","62.428522","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Essex","009","Sulfur Dioxide","CAP","62.30449","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","62.295221983","TON"
"Mobile - Locomotives","MA","25","Middlesex","017","Sulfur Dioxide","CAP","62.2181341","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Plymouth","023","Nitrous Oxide","GHG","61.86717699","TON"
"Mobile - Locomotives","MA","25","Hampshire","015","Nitrogen Oxides","CAP","61.8386","TON"
"Biogenics - Vegetation and Soil","MA","25","Essex","009","Nitrogen Oxides","CAP","61.5518","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP","61.41100297","TON"
"Waste Disposal","MA","25","Middlesex","017","Ammonia","CAP","61.354","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Berkshire","003","Carbon Monoxide","CAP","61.3511","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Hampden","013","Methane","GHG","61.2899474406000000055778","TON"
"Fuel Comb - Residential - Other","MA","25","Essex","009","Nitrogen Oxides","CAP","61.207","TON"
"Waste Disposal","MA","25","Hampshire","015","Organic Carbon portion of PM2.5-PRI","","61.1699275535","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Essex","009","Sulfur Dioxide","CAP","61.09248232","TON"
"Gas Stations","MA","25","Franklin","011","Volatile Organic Compounds","CAP","60.93132118","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP","60.929761483","TON"
"Dust - Paved Road Dust","MA","25","Middlesex","017","Organic Carbon portion of PM2.5-PRI","","60.6048124","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Plymouth","023","Elemental Carbon portion of PM2.5-PRI","","60.527182536690528","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Middlesex","017","Carbon Monoxide","CAP","60.4476","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Barnstable","001","Sulfur Dioxide","CAP","60.283517","TON"
"Fires - Prescribed Fires","MA","25","Barnstable","001","PM10 Primary (Filt + Cond)","CAP","60.2821085","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Franklin","011","Nitrogen Oxides","CAP","60.20662","TON"
"Commercial Cooking","MA","25","Plymouth","023","Carbon Monoxide","CAP","60.16747","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Middlesex","017","Organic Carbon portion of PM2.5-PRI","","60.1004798279792","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Essex","009","Nitrogen Oxides","CAP","59.926641","TON"
"Fuel Comb - Residential - Oil","MA","25","Bristol","005","PM10 Primary (Filt + Cond)","CAP","59.811445","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","59.801752","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Worcester","027","Methane","GHG","59.6479962995","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP","59.553352","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Suffolk","025","PM2.5 Primary (Filt + Cond)","CAP","58.793249","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Hampden","013","Methane","GHG","58.62859715","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Suffolk","025","Volatile Organic Compounds","CAP","58.40155501","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Barnstable","001","Carbon Monoxide","CAP","58.3308614","TON"
"Commercial Cooking","MA","25","Berkshire","003","PM2.5 Primary (Filt + Cond)","CAP","58.136208","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Berkshire","003","Methane","GHG","57.9192979694","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP","57.615396","TON"
"Industrial Processes - Mining","MA","25","Middlesex","017","PM2.5 Primary (Filt + Cond)","CAP","57.5825","TON"
"Fires - Prescribed Fires","MA","25","Nantucket","019","Carbon Monoxide","CAP","57.4257","TON"
"Mobile - Commercial Marine Vessels","MA","25","Dukes","007","Carbon Monoxide","CAP","57.421337515","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Dukes","007","Carbon Monoxide","CAP","57.229201623800000000570563","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Suffolk","025","Carbon Monoxide","CAP","57.1899","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Middlesex","017","Nitrogen Oxides","CAP","57.1675","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","57.1236919","TON"
"Dust - Unpaved Road Dust","MA","25","Suffolk","025","PM10 Primary (Filt + Cond)","CAP","57.0938","TON"
"Waste Disposal","MA","25","Hampshire","015","Nitrogen Oxides","CAP","56.741521","TON"
"Fires - Wildfires","MA","25","Worcester","027","PM2.5 Primary (Filt + Cond)","CAP","56.73341","TON"
"Agriculture - Crops & Livestock Dust","MA","25","Dukes","007","PM10 Primary (Filt + Cond)","CAP","56.6668","TON"
"Fuel Comb - Electric Generation - Coal","MA","25","Bristol","005","PM10 Primary (Filt + Cond)","CAP","56.48422","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Hampshire","015","Carbon Monoxide","CAP","56.4415","TON"
"Waste Disposal","MA","25","Berkshire","003","Organic Carbon portion of PM2.5-PRI","","56.3148150154","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Worcester","027","Organic Carbon portion of PM2.5-PRI","","56.24104651","TON"
"Agriculture - Crops & Livestock Dust","MA","25","Essex","009","PM10 Primary (Filt + Cond)","CAP","56.2405","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Essex","009","PM10 Primary (Filt + Cond)","CAP","56.03412","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Berkshire","003","PM10 Primary (Filt + Cond)","CAP","55.7878576336","TON"
"Agriculture - Crops & Livestock Dust","MA","25","Berkshire","003","PM2.5 Primary (Filt + Cond)","CAP","55.4897","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Plymouth","023","Carbon Monoxide","CAP","55.4198","TON"
"Industrial Processes - NEC","MA","25","Worcester","027","PM2.5 Primary (Filt + Cond)","CAP","55.140100597","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Hampden","013","Nitrogen Oxides","CAP","54.9126","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Berkshire","003","Carbon Monoxide","CAP","54.711","TON"
"Industrial Processes - NEC","MA","25","Middlesex","017","PM10 Primary (Filt + Cond)","CAP","54.649999082","TON"
"Dust - Construction Dust","MA","25","Franklin","011","PM10 Primary (Filt + Cond)","CAP","54.458377","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Worcester","027","PM2.5 Primary (Filt + Cond)","CAP","54.4251","TON"
"Fuel Comb - Residential - Wood","MA","25","Bristol","005","Nitrogen Oxides","CAP","54.4212464","TON"
"Fuel Comb - Residential - Other","MA","25","Norfolk","021","Nitrogen Oxides","CAP","54.2812","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Bristol","005","Elemental Carbon portion of PM2.5-PRI","","54.1642056771392","TON"
"Bulk Gasoline Terminals","MA","25","Hampden","013","Volatile Organic Compounds","CAP","53.9416","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Norfolk","021","Volatile Organic Compounds","CAP","53.8745137","TON"
"Fuel Comb - Residential - Oil","MA","25","Bristol","005","PM2.5 Primary (Filt + Cond)","CAP","53.529215","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Hampden","013","Nitrous Oxide","GHG","53.46652227","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Suffolk","025","PM2.5 Primary (Filt + Cond)","CAP","53.3629433","TON"
"Fuel Comb - Residential - Wood","MA","25","Dukes","007","Volatile Organic Compounds","CAP","53.2514012","TON"
"Mobile - Locomotives","MA","25","Suffolk","025","Sulfur Dioxide","CAP","53.15007891","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","53.093048224","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Middlesex","017","Elemental Carbon portion of PM2.5-PRI","","53.08129629","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP","53.059348224","TON"
"Agriculture - Crops & Livestock Dust","MA","25","Hampshire","015","PM2.5 Primary (Filt + Cond)","CAP","53.01002","TON"
"Commercial Cooking","MA","25","Hampshire","015","PM10 Primary (Filt + Cond)","CAP","52.915637","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Essex","009","Organic Carbon portion of PM2.5-PRI","","52.8802243","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Bristol","005","Carbon Monoxide","CAP","52.8439","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Barnstable","001","Carbon Monoxide","CAP","52.8028","TON"
"Fuel Comb - Residential - Wood","MA","25","Plymouth","023","Nitrogen Oxides","CAP","52.748614","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Worcester","027","Volatile Organic Compounds","CAP","52.68740103","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Berkshire","003","PM10 Primary (Filt + Cond)","CAP","52.62312727","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Norfolk","021","Organic Carbon portion of PM2.5-PRI","","52.60001652","TON"
"Fuel Comb - Residential - Oil","MA","25","Plymouth","023","PM10 Primary (Filt + Cond)","CAP","52.353793","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Barnstable","001","Ammonia","CAP","52.23169059","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Franklin","011","PM10 Primary (Filt + Cond)","CAP","52.152573236060000000000534154","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Essex","009","Volatile Organic Compounds","CAP","52.018202916720000000000206058","TON"
"Commercial Cooking","MA","25","Hampden","013","Carbon Monoxide","CAP","52.00054","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Plymouth","023","PM10 Primary (Filt + Cond)","CAP","51.725214","TON"
"Agriculture - Livestock Waste","MA","25","Essex","009","Ammonia","CAP","51.658396","TON"
"Mobile - Commercial Marine Vessels","MA","25","Suffolk","025","Carbon Monoxide","CAP","51.547282285","TON"
"Solvent - Degreasing","MA","25","Franklin","011","Volatile Organic Compounds","CAP","51.449","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Berkshire","003","PM2.5 Primary (Filt + Cond)","CAP","51.3248386883","TON"
"Fires - Prescribed Fires","MA","25","Barnstable","001","PM2.5 Primary (Filt + Cond)","CAP","51.0865808","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Norfolk","021","PM10 Primary (Filt + Cond)","CAP","51.066071","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Essex","009","Organic Carbon portion of PM2.5-PRI","","51.01220255","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Hampshire","015","PM10 Primary (Filt + Cond)","CAP","50.866883","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Hampshire","015","PM2.5 Primary (Filt + Cond)","CAP","50.702928","TON"
"Fires - Wildfires","MA","25","Bristol","005","Carbon Monoxide","CAP","50.336511","TON"
"Mobile - Commercial Marine Vessels","MA","25","Essex","009","Elemental Carbon portion of PM2.5-PRI","","50.00140849653998","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Norfolk","021","Methane","GHG","49.9090608351","TON"
"Commercial Cooking","MA","25","Barnstable","001","Carbon Monoxide","CAP","49.89893","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Norfolk","021","Carbon Monoxide","CAP","49.8166","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Plymouth","023","Nitrogen Oxides","CAP","49.6671","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Norfolk","021","PM2.5 Primary (Filt + Cond)","CAP","49.609692","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Norfolk","021","PM10 Primary (Filt + Cond)","CAP","49.609692","TON"
"Fuel Comb - Residential - Oil","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","49.597163","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Essex","009","Volatile Organic Compounds","CAP","49.50491822","TON"
"Agriculture - Crops & Livestock Dust","MA","25","Nantucket","019","PM10 Primary (Filt + Cond)","CAP","49.251516","TON"
"Industrial Processes - NEC","MA","25","Berkshire","003","Carbon Monoxide","CAP","49.2313","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Barnstable","001","PM10 Primary (Filt + Cond)","CAP","49.1390153585900000000939073","TON"
"Mobile - Locomotives","MA","25","Norfolk","021","Sulfur Dioxide","CAP","49.06598236","TON"
"Commercial Cooking","MA","25","Hampshire","015","PM2.5 Primary (Filt + Cond)","CAP","49.040608","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Franklin","011","Methane","GHG","48.97481077620000000000319269","TON"
"Agriculture - Livestock Waste","MA","25","Plymouth","023","Ammonia","CAP","48.97284","TON"
"Fuel Comb - Residential - Wood","MA","25","Dukes","007","PM10 Primary (Filt + Cond)","CAP","48.7515025","TON"
"Fuel Comb - Residential - Wood","MA","25","Dukes","007","PM2.5 Primary (Filt + Cond)","CAP","48.7390885","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Barnstable","001","Nitrogen Oxides","CAP","48.71356","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","48.5389200261","TON"
"Agriculture - Livestock Waste","MA","25","Hampden","013","Ammonia","CAP","48.09342","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Franklin","011","PM2.5 Primary (Filt + Cond)","CAP","47.980332958900000000000491422","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Suffolk","025","PM10 Primary (Filt + Cond)","CAP","47.9633","TON"
"Fuel Comb - Residential - Wood","MA","25","Norfolk","021","Nitrogen Oxides","CAP","47.9583415","TON"
"Fuel Comb - Residential - Oil","MA","25","Middlesex","017","Volatile Organic Compounds","CAP","47.945087","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Norfolk","021","Carbon Monoxide","CAP","47.8978","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Bristol","005","PM2.5 Primary (Filt + Cond)","CAP","47.68061","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Barnstable","001","PM2.5 Primary (Filt + Cond)","CAP","47.6648088144600000000910901","TON"
"Solvent - Graphic Arts","MA","25","Barnstable","001","Volatile Organic Compounds","CAP","47.5578","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Barnstable","001","Organic Carbon portion of PM2.5-PRI","","47.519057310411824003383193524","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Hampshire","015","Sulfur Dioxide","CAP","47.451682","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Suffolk","025","Sulfur Dioxide","CAP","47.4248188","TON"
"Fuel Comb - Residential - Oil","MA","25","Dukes","007","Sulfur Dioxide","CAP","47.377733","TON"
"Industrial Processes - NEC","MA","25","Hampden","013","Volatile Organic Compounds","CAP","47.37","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Bristol","005","PM10 Primary (Filt + Cond)","CAP","47.36797886590000000773807","TON"
"Solvent - Consumer & Commercial Solvent Use","MA","25","Nantucket","019","Volatile Organic Compounds","CAP","47.3151187","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Middlesex","017","Organic Carbon portion of PM2.5-PRI","","47.2481444103","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Worcester","027","Nitrogen Oxides","CAP","47.1668","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP","47.0827329219","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Essex","009","PM2.5 Primary (Filt + Cond)","CAP","46.963","TON"
"Fuel Comb - Residential - Oil","MA","25","Plymouth","023","PM2.5 Primary (Filt + Cond)","CAP","46.854935","TON"
"Fuel Comb - Residential - Wood","MA","25","Middlesex","017","Elemental Carbon portion of PM2.5-PRI","","46.80413883","TON"
"Fires - Wildfires","MA","25","Essex","009","Volatile Organic Compounds","CAP","46.766538","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Suffolk","025","Nitrogen Oxides","CAP","46.7051","TON"
"Mobile - Locomotives","MA","25","Hampden","013","Carbon Monoxide","CAP","46.53482","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Plymouth","023","PM10 Primary (Filt + Cond)","CAP","46.4787","TON"
"Biogenics - Vegetation and Soil","MA","25","Barnstable","001","Nitrogen Oxides","CAP","46.3505","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Suffolk","025","Carbon Monoxide","CAP","46.2332","TON"
"Fuel Comb - Residential - Other","MA","25","Bristol","005","Nitrogen Oxides","CAP","45.9972","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Worcester","027","Organic Carbon portion of PM2.5-PRI","","45.9099346591","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Essex","009","Carbon Monoxide","CAP","45.8145","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Worcester","027","Volatile Organic Compounds","CAP","45.57659212864","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Plymouth","023","Nitrogen Oxides","CAP","45.2595","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Worcester","027","Carbon Monoxide","CAP","44.9605","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","44.89349823880000000773807","TON"
"Fuel Comb - Residential - Wood","MA","25","Worcester","027","Sulfur Dioxide","CAP","44.6654772","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Worcester","027","Elemental Carbon portion of PM2.5-PRI","","44.5061904","TON"
"Fuel Comb - Residential - Oil","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP","44.387792","TON"
